Name,Made from,Country of origin,Region,Family,Type,Fat content (in dry matter),Fat content,Calcium content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Producers,Synonyms,Alternative spellings
Saaland Pfarr,pasteurized cow's milk,Sweden,,,semi-soft,,45-50%,,creamy,,yellow,"salty, spicy, strong","aromatic, rich", no ,Norrmejerier ,VODCheese,
Saanen Silk,goat's milk,Canada,Ontario,,"semi-soft, artisan, soft-ripened",,,,"creamy, fluffy, runny and soft-ripened",bloomy,white,"mild, mushroomy","floral, pleasant", no ,Cross Wind Farm,,
Saanenkaese,pasteurized cow's milk,Switzerland,,Parmesan,"hard, processed",,,,brittle and firm,natural,pale yellow,fruity,strong, no ,,,
Saga,pasteurized cow's milk,Denmark,,Brie,"soft, blue-veined, soft-ripened",,,,creamy,bloomy,white,"creamy, mild",mild, no ,Arla Foods,"Saga Blue Brie, Saga Classic Blue Brie",
Sage Derby,pasteurized cow's milk,England and United Kingdom,"Derbyshire, England",,"semi-hard, artisan",,45%,,firm,waxed,green,"herbaceous, mild",herbal,yes ,Belton Farm,,
Saint Agur,pasteurized cow's milk,France, Auvergne,Blue,"soft, blue-veined",,60%,,"creamy, smooth and spreadable",,blue,"buttery, salty, sharp, spicy","milky, strong",yes ,Bongrain,,"Saint Agur Frais Plaisir, Saint Agur Crème, Saint Agur Coupe"
Saint Albray,pasteurized cow's milk,France,Aquitaine,Camembert,"soft, soft-ripened",,24.7 g/100g,529.1 mg/100g,creamy,washed,ivory,"full-flavored, mild, nutty, sweet","rich, strong",yes ,Bongrain,,"Saint Albrey, St. Albray"
Saint Félicien,pasteurized or unpasteurized cow's milk,France,Rhône-Alpes,,"soft, artisan, soft-ripened",,40%,,creamy and soft-ripened,bloomy,white,"buttery, creamy, fruity, nutty, sour","mushroom, strong", no ,,,"St Felicien, Saint Felicien"
Saint Rose,unpasteurized sheep's milk,United States,California,,"semi-soft, artisan",,,,firm,natural,pale yellow,"citrusy, floral, nutty, sharp","grassy, mild",yes ,Weirauch Farm and Creamery,,St. Rose
Saint-André,pasteurized or unpasteurized cow's milk,France,"Coutances, Normandy",Brie,"soft, soft-ripened",,75%,,creamy and dense,bloomy,ivory,"buttery, salty, sour, tangy","mild, rich",yes ,,,"Saint Andre, St. Andre"
Saint-Honoré,pasteurized cow's milk,Canada,Quebec,Brie,"soft, soft-ripened",,,,"creamy, smooth, soft, soft-ripened and supple",bloomy,cream,"creamy, mild",mild,,La Maison Alexis de Portneuf Inc.,,
Saint-Marcellin,pasteurized or unpasteurized cow's milk,France,Isère,Brie,"soft, artisan, soft-ripened",,50%,,"creamy, fluffy and spreadable",mold ripened ,white,"fruity, mushroomy, nutty",pleasant, no ,,,St Marcellin
Saint-Nectaire,pasteurized or unpasteurized cow's milk,France,Auvergne,Tomme,"semi-soft, artisan",,45%,,"creamy, smooth and supple",washed,ivory,"grassy, mushroomy, nutty","earthy, grassy, pungent", no ,Fromageries Morin,,St. Nectaire
Saint-Paulin,pasteurized cow's milk,France,Brittany,Saint-Paulin,"semi-soft, artisan",,40%,,creamy and firm,washed,white,"buttery, nutty",milky,yes ,Fromagerie Fritz Kaiser,,
Sainte Maure,pasteurized or unpasteurized goat's milk,France,Loire,,"semi-soft, artisan",,45%,,smooth and soft-ripened,mold ripened ,white,"acidic, buttery",, no ,Various,Sainte-Maure de Touraine,Saint ​​Maure
Salemville Amish Blue,cow's milk,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined",,,,creamy and crumbly,,ivory,"creamy, earthy","earthy, rich",,"DCI Cheese Company, Inc",Salemville Reserve,
Salemville Amish Gorgonzola,cow's milk,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined",,,,creamy and crumbly,,ivory,"creamy, earthy, piquant","earthy, rich",,"DCI Cheese Company, Inc",,
Salemville Smokehaus Blue,cow's milk,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined",,,,creamy,,ivory,"creamy, smokey ","earthy, rich, smokey",,"DCI Cheese Company, Inc",,
Salers,unpasteurized cow's milk,France,"Auvergne, Salers",,semi-hard,,,,,,red,"fruity, spicy",, no ,Bonal family,,
Salsa Asiago,pasteurized cow's milk,United States,Wisconsin,,"hard, artisan",,,,"compact, firm, open and smooth",natural,pale yellow,"creamy, garlicky, nutty, sharp, spicy","aromatic, nutty, pungent",yes ,Sartori ,,
Saltbush Chevre,pasteurized goat's milk,Australia,South Australia,,"fresh firm, artisan",,45%,,creamy,rindless,white,"acidic, grassy, herbaceous, salty","goaty, grassy, herbal",yes ,Woodside Cheese Wrights,,
Samso,pasteurized cow's milk,Denmark,,,semi-hard,,30-45%,,supple,waxed,yellow,"nutty, sour, sweet",, no ,,,
San Andreas,unpasteurized sheep's milk,United States,California,,"hard, artisan",,,,"creamy, firm, open and smooth",natural,straw,"butterscotch, nutty, sweet","clean, mild, rich",yes ,Bellwether Farms,,
San Geronimo,pasteurized cow's milk,United States,Nicasio,,"semi-soft, brined",,,,smooth,washed,white,"acidic, meaty, mellow, mild, tangy, tart",earthy, no ,Nicasio Valley Cheese Company,,
Sancerre,goat's milk,France,,,hard,,40%,,,natural,,"nutty, strong",, no ,,,
Sandy Creek,pasteurized goat's milk,United States,North Carolina,,"soft, soft-ripened",,,,runny and smooth,mold ripened ,ivory,"citrusy, lemony, mushroomy, tangy","earthy, grassy",yes ,Goat Lady Dairy,,
Sao Jorge,unpasteurized cow's milk,Portugal,Azores,,semi-hard,,,,"chalky, crumbly, firm, open and supple",natural,golden yellow,"buttery, earthy, grassy, mild, pronounced, sour, spicy, tangy","earthy, grassy, mild, musty, spicy", no ,,"St. George, Queijo São Jorge, S. Jorge cheese",
Sap Sago,,,Canton of Glarus ,,,,0.8 g/100g,,,natural,green,,,yes ,,"Swiss Green Cheese, Schabziger",sapsago
Saporito,pasteurized cow's milk,Italy,"Treviso, Veneto",,"semi-hard, artisan",,,,creamy,natural,ivory,"creamy, mild",herbal,,Moro Latteria di Moro Sergio,,
Sardo,pasteurized cow's milk,Argentina,,,"semi-hard, hard",,,,"crumbly, firm, flaky, grainy and smooth",natural,pale yellow,"full-flavored, mild, salty",, no ,,,"Sardo Argentino, Argentine Sardo"
Sarró de Cabra,pasteurized goat's milk,Spain,Barcelona,,"semi-soft, artisan",,,,buttery,cloth wrapped,white,"citrusy, strong, tangy","mild, sweet",,Formatgeries Montbrú,Sarro,
Sartori Classic Cheese Asiago,pasteurized cow's milk,United States,Wisconsin,,"hard, artisan",,,,"compact, crumbly, open and smooth",natural,,"creamy, mild, nutty",pungent,yes ,Sartori ,,
Sartori Classic Cheese Fontina,pasteurized cow's milk,United States,Wisconsin,,"semi-soft, artisan",,,,creamy,natural,pale yellow,"creamy, nutty, smooth, sweet","aromatic, lactic",yes ,Sartori ,,
Sartori Classic Cheese Parmesan,pasteurized cow's milk,United States,Wisconsin,Parmesan,"hard, artisan",,,,"crumbly, dry and grainy",natural,yellow,"mellow, nutty, sweet",,yes ,Sartori ,,
Sartori Classic Cheese Romano,pasteurized cow's milk,United States,Wisconsin,,"hard, artisan",,,,"brittle, crumbly, dense and flaky",natural,straw,"nutty, savory, tangy",spicy,yes ,Sartori ,,
Sartori Classic MontAmore,pasteurized cow's milk,United States,Wisconsin,Parmesan,"semi-hard, artisan",,,,dense and firm,rindless,pale yellow,"creamy, fruity, sweet, tangy","fresh, fruity, pleasant",yes ,Sartori ,,
Sartori Limited Edition Cannella BellaVitano,pasteurized cow's milk,United States,Wisconsin,,hard,,,,creamy,,pale yellow,"buttery, fruity, mild, sweet","fresh, rich",yes ,Sartori ,,
Sartori Limited Edition Cognac Bellavitano,pasteurized cow's milk,United States,Northern Wisconsin,,hard,,,,creamy,,,"buttery, mild, smokey , sweet","nutty, smokey",yes ,Sartori ,,
Sartori Limited Edition Extra-Aged Goat,pasteurized goat's milk,United States,Wisconsin,,"semi firm, artisan",,,,creamy,,,"mild, savory","mild, pleasant",,Sartori ,,
Sartori Limited Edition Family Heirloom BellaVitano,pasteurized cow's milk,United States,Wisconsin,,"hard, artisan",,,,crumbly and dry,natural,pale yellow,"full-flavored, strong, sweet","fermented, grassy, rich",yes ,Sartori ,,
Sartori Limited Edition Family Heirloom Parmesan,pasteurized cow's milk,United States,Wisconsin,Parmesan,"hard, artisan",,,,"crumbly, flaky and grainy",natural,golden yellow,"caramel, fruity, nutty, piquant, sweet","buttery, nutty, woody",yes ,Sartori ,,
Sartori Limited Edition Pastorale Blend,pasteurized cow's and sheep's milk,United States,Wisconsin,,"semi-hard, artisan",,,,creamy,natural,pale yellow,"nutty, sweet","earthy, nutty, sweet",,Sartori ,,
Sartori Reserve Balsamic Bellavitano,pasteurized cow's milk,United States,Wisconsin,,hard,,,,firm,,,"fruity, nutty, sweet, tangy","earthy, fruity, sweet",,Sartori ,,
Sartori Reserve Basil & Olive Oil Asiago,pasteurized cow's milk,United States,Wisconsin,,"hard, artisan",,,,,,pale yellow,"herbaceous, savory, sweet","herbal, rich",,Sartori ,,
Sartori Reserve BellaVitano Gold,pasteurized cow's milk,United States,Wisconsin,,hard,,,,creamy,natural,pale yellow,"fruity, nutty, sweet","fruity, nutty, rich",,Sartori ,,
Sartori Reserve Black Pepper Bellavitano,pasteurized cow's milk,United States,Wisconsin,,semi-hard,,,,creamy,natural,pale yellow,"creamy, nutty, salty, spicy","nutty, rich, spicy",,Sartori ,,
Sartori Reserve Chai Bellavitano,pasteurized cow's milk,United States,Wisconsin,,"hard, artisan",,,,creamy,natural,pale yellow,"creamy, sweet","rich, sweet",,Sartori ,,
Sartori Reserve Cheese Mediterranean Fontina,pasteurized cow's milk,United States,Wisconsin,,"semi-soft, artisan",,,,creamy,natural,cream,"garlicky, piquant, spicy, sweet","earthy, herbal",yes ,Sartori ,,
Sartori Reserve Dolcina Gorgonzola,pasteurized cow's milk,United States,Wisconsin,Blue,"semi firm, blue-veined",,,,creamy and soft,natural,ivory,"mild, smooth, sweet","rich, spicy",,Sartori ,,
Sartori Reserve Espresso Bellavitano,pasteurized cow's milk,United States,Wisconsin,,"semi firm, artisan",,,,firm,natural,pale yellow,"smokey , sweet","smokey, sweet",,Sartori ,,
Sartori Reserve Extra Aged Fontina,pasteurized cow's milk,United States,Wisconsin,,"hard, artisan",,,,creamy,natural,yellow,"buttery, fruity, mild, tangy","lactic, rich",yes ,Sartori ,,
Sartori Reserve Extra-Aged Asiago,pasteurized cow's milk,United States,Wisconsin,,"hard, artisan",,,,creamy and crumbly,,pale yellow,"creamy, nutty",rich, no ,Sartori ,,
Sartori Reserve Merlot Bellavitano,pasteurized cow's milk,United States,Wisconsin,,"semi-hard, artisan",,,,creamy and crystalline,natural,pale yellow,"creamy, fruity","fruity, pleasant, rich",,Sartori ,,
Sartori Reserve Raspberry BellaVitano,pasteurized cow's milk,United States,Wisconsin,Cheddar,"hard, artisan",,,,creamy,natural,pale yellow,"buttery, creamy, fruity, nutty, sweet","fruity, nutty, rich",yes ,Sartori ,,
Sartori Reserve Rosemary & Olive Oil Asiago,pasteurized cow's milk,United States,Wisconsin,,"hard, artisan",,,,,,pale yellow,"fruity, nutty","fruity, nutty, rich",,Sartori ,,
Sartori Reserve SarVecchio Parmesan,pasteurized cow's milk,United States,Wisconsin,Parmesan,"hard, artisan",,,,"crumbly, crystalline, dry, flaky and grainy",natural,yellow,"caramel, fruity, nutty","fruity, sweet",yes ,Sartori ,,
Sbrinz,unpasteurized cow's milk,Switzerland,"Lucerne, Schwyz, Unterwald, and Zoug, and the following additional places: Muri district in d'Argovi",Swiss Cheese,"hard, artisan",,45%,,dense and flaky,natural,yellow,"butterscotch, full-flavored, nutty, spicy, strong, tangy","aromatic, spicy", no ,,,
Sbronzo ,water buffalo's milk,Italy,Campania,,"semi-soft, artisan",,,,creamy and dense,natural,ivory,"buttery, creamy, fruity, sweet",fruity,,Casa Madaio,,
Scallion Onion Cheddar,cow's milk,United States,NY,Cheddar,"semi-hard, artisan",,,,crumbly,natural,pale yellow,"full-flavored, spicy",strong,,Muranda Cheese Company,,
Scamorza,pasteurized cow's and sheep's milk,Italy,"Apulia, Campania and Molise",Pasta filata,semi-soft,,,,"chewy, firm and stringy",natural,white,"milky, smokey ","fresh, milky, smokey", no ,The Mozzarella Company ,,Scamorza Affumicata
Schloss,pasteurized cow's milk,United States,,,"semi-soft, brined",,,,"chalky, creamy and smooth",washed,straw,"citrusy, earthy, fruity, full-flavored, meaty, pungent","pungent, strong", no ,Marin French Cheeese Co. ,,
Scotch Bonnet Cheddar,cow's milk,United Kingdom,,Cheddar,"hard, processed",,,,creamy,plastic,pale yellow,"creamy, spicy, strong",,,Tesco,,
Sea Change,cow's milk,United States,"Lebanon, CT",,"semi-soft, artisan",,,,elastic and smooth,natural,cream,"buttery, mild, milky","fruity, lactic, yeasty",,The Mystic Cheese Company,,
SeaHive,pasteurized cow's milk,United States,Utah,Cheddar,"hard, artisan",,,,dry and firm,natural,pale yellow,"salty, sweet",floral,yes ,Beehive Cheese Company,,
Seascape,pasteurized cow's and goat's milk,United States,California,,"semi-hard, artisan",,8 g/100g,,crumbly and smooth,natural,pale yellow,"buttery, caramel, tangy",pleasant,yes ,Central Coast Creamery ,,
Seastack,pasteurized cow's milk,United States,Port Townsend,,"soft, soft-ripened",,,,"creamy, firm, runny and soft",ash coated,white,"citrusy, earthy, garlicky, tangy","fresh, milky", no ,Mt. Townsend Creamery,,
Seator's Orkney,unpasteurized cow's milk,"Great Britain, Scotland and United Kingdom",Orkney Islands,,"hard, artisan",,,,crumbly,,cream,acidic,lactic,,"Grimbister Farm, Neal's Yard Dairy",,
Selles sur Cher,unpasteurized goat's milk,France,Sologne,Blue,"soft, processed, whey",,45%,,firm,ash coated,blue,salty,musty,yes ,,,
Selva,pasteurized cow's milk,Spain,"Fornells de la Selva, Gironès",,"soft, artisan",,45%,,smooth and supple,natural,pale yellow,"bitter, buttery, salty",pleasant, no ,,,Queso De La Selva
Serat,sheep's milk,Afghanistan,,,hard,,,,,,,,, no ,,,
Seriously Strong Cheddar,pasteurized cow's milk,"England, Scotland and United Kingdom",Stranraer,Cheddar,hard,,34.4%,740 mg/100g,"crumbly, dense, firm and flaky",natural,yellow,"full-flavored, savory, smokey , spicy, tangy","rich, smokey, strong", no ,,,"Seriously Strong Grated Cheddar, Seriously Strong Vintage Cheddar, Seriously Strong Spreadable"
Serra da Estrela,sheep's milk,Portugal,,,soft,,,,,,,,, no ,,,
Sgt. Pepper,pasteurized goat's milk,United States,California,,fresh soft,,,,"creamy, smooth and spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",yes ,Cypress Grove Chevre,,
Shaker Blue,unpasteurized sheep's milk,United States,New York,Blue,"semi firm, blue-veined",,,,creamy,rindless,ivory,"acidic, creamy, full-flavored, sweet","rich, sweet",yes ,Old Chatham Sheepherding Company,Shaker Blue,
Shanklish,cow's or sheep's milk,"Egypt, Lebanon and Syria",,Feta,"fresh firm, hard, artisan",,,,"creamy, crumbly and firm",mold ripened ,white,"mild, sharp, spicy, strong","fresh, pungent, strong", no ,Grandpa's dairy,,
Sharon Hollow Garlic and Chive,pasteurized cow's milk,United States,"Ann Arbor, Michigan",,"fresh soft, artisan",,,,flaky,rindless,ivory,"garlicky, milky","fresh, garlicky",yes ,Zingerman's Creamery,Sharon Hollow Garlic and Pepper,
Sharp Cheddar,pasteurized cow's milk,United States,Oregon,Cheddar,"semi-hard, artisan",,,,creamy and crumbly,natural,pale yellow,"sharp, sweet",,yes ,Rogue Creamery,,
Sharpham,unpasteurized cow's milk,England and United Kingdom,Devon,Brie,"soft, artisan",,45%,,creamy and smooth,mold ripened ,white,buttery,fresh,yes ,Sharpham Wine & Cheese,,
Sharpham Elmhirst,unpasteurized cow's milk,"England, Great Britain and United Kingdom",Devon,,"soft, artisan, soft-ripened",,,,"creamy, smooth, soft, soft-ripened and spreadable",bloomy,white,"creamy, full-flavored, milky, smooth","fresh, mild, milky, rich",yes ,Sharpham Wine & Cheese,,
Sharpham Rustic,unpasteurized cow's milk,"England, Great Britain and United Kingdom",Devon,,"semi-hard, artisan",,,,creamy,natural,white,"lemony, nutty",fresh,yes ,Sharpham Wine & Cheese,,
Sharpham Rustic Chive & Garlic,unpasteurized cow's milk,"England, Great Britain and United Kingdom",Devon,,"semi-hard, artisan",,,,creamy,natural,white,"creamy, garlicky, savory","garlicky, nutty, strong",yes ,Sharpham Wine & Cheese,,
Sharpham Savour,unpasteurized cow's and goat's milk,"England, Great Britain and United Kingdom",Devon,,"semi-hard, artisan",,,,"close, creamy and supple",natural,cream,"smooth, sweet",fresh,yes ,Sharpham Wine & Cheese,,
Sheep Gouda,unpasteurized sheep's milk,United States,Maine,Gouda,"semi-hard, artisan",,,,"compact, crumbly and dense",natural,pale yellow,"caramel, nutty",,,Fuzzy Udder Creamery,,
Shelburne Cheddar,unpasteurized cow's milk,United States,Shelburne Farms,Cheddar,"hard, artisan",,51%,,firm,rindless,pale yellow,strong,rich,yes ,Shelburne Farms,,
Shepherd's Crook,unpasteurized sheep's milk,England,Somerset,,"soft, artisan",,48%,,"creamy, smooth and springy",mold ripened ,white,"mild, sweet","rich, sweet",yes ,Wootton Organic Dairy,,
Shepherd's Hope,pasteurized sheep's milk,United States,Minnesota,,"fresh soft, artisan",,,,"creamy, firm and soft",rindless,white,"citrusy, garlicky, herbaceous, mild, milky","aromatic, fresh, herbal",yes ,Shepherd's Way Farms,,
Shepherdista Crush,unpasteurized sheep's milk,United States,California,,"firm, artisan",,,,compact,natural,ivory,tangy,"grassy, woody",,Bleating Heart Cheese,Shepherdista ,
Shepsog,unpasteurized cow's and sheep's milk,United States,Vermont,,semi firm,,,,buttery,natural,yellow,"nutty, sweet","earthy, nutty, rich, sweet",,Grafton Village Cheese Company,,
Ships Wheel Brie,cow's milk,Australia,"Mornington Peninsula, Melbourne",Brie,artisan,,,,creamy,,,"mild, nutty","mild, nutty",yes ,BoatShed Cheese,,
Shredded Bliss,,Canada and United States,,Mozzarella,semi-soft,,,,"elastic, smooth, springy and stringy",plastic,pale yellow,"mild, milky","fresh, mild",yes ,,"Lactose & Soy Free Mozzarella Shreds, Dairy Free Mozzarella Shreds, Lactose Free Mozzarella Shreds",
Shropshire Blue,pasteurized cow's milk,Great Britain,Leicestershire,Blue,semi-soft,,48%,,creamy and smooth,natural,orange,"creamy, full-flavored, sharp, strong, tangy","rich, strong",yes ,"Long Clawson Dairy Limited, Various","Inverness-shire Blue,  Shropshire Blue cheese, Blue Stuart ",
Shtayburne Farm Cheddar,pasteurized cow's milk,United States,NY,Cheddar,"hard, artisan",,,,creamy and smooth,natural,yellow,"creamy, garlicky, sharp, smokey , smooth, spicy",,,Shtayburne Farm,,
Shtayburne Farm Monterey Jack,pasteurized cow's milk,United States,NY,Monterey Jack,"semi-hard, artisan",,,,"compact, creamy, soft and supple",natural,pale yellow,"creamy, garlicky, herbaceous, smooth, spicy, sweet, tangy",,,Shtayburne Farm,,
Sicilian Blend,pasteurized cow's milk,United States,Wisconsin,Parmesan,"hard, artisan",,,,"crumbly, dry and firm",natural,pale yellow,"piquant, savory, sharp, spicy",,yes ,Sartori ,,
Siltcoos,goat's milk,United States,Coast of Oregon,,"soft, artisan",,,,soft,ash coated,ivory,"spicy, strong","clean, fresh",,Rivers Edge Chèvre,,
Sirene,"pasteurized or unpasteurized cow's, goat's and sheep's milk","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania and Serbia",Trakia,Feta,"fresh soft, brined",,,,"crumbly, grainy and smooth",natural,white,"lemony, salty, sharp, tangy",strong, no ,,Sirenje,
Sleightlett,unpasteurized goat's milk,"England, Great Britain and United Kingdom","Timsbury, Somerset",,"fresh soft, artisan",,,,"creamy, fluffy and smooth",mold ripened ,white,"citrusy, lemony, nutty","goaty, lactic", no ,"Mary Holbrook, Neal's Yard Dairy",,
